,accession,study_accession,pmid/doi,apis_species,apis_subspecies,geographic_location_manually_curated,continent,sex_manually_curated,class_manually_curated,sampling_year_manually_curated,pooled_samples,notes,read_count,base_count,depth,sample_average_depth,library_strategy,coverage,library_source,library_layout,run_accession,xref_articles,SRA accession,experiment_accession,parent_study,experiment_title,study_title,project_name,sample_title,sample_description,tax_id,instrument_platform,instrument_model,nominal_length,nominal_sdev,fastq_aspera,fastq_bytes,fastq_ftp,fastq_galaxy,fastq_md5,sra_aspera,sra_bytes,sra_ftp,sra_galaxy,sra_md5,submitted_aspera,submitted_bytes,submitted_format,submitted_ftp,submitted_galaxy,submitted_host_sex,submitted_md5,first_created,first_public,last_updated
10,SAMN08038257,PRJNA418874,29931308,cerana,unknown,"Liaoning, China",Asia,female,worker,2018,unknown,,6483196,1620799000,7.09843707630192,7.09843707630192,WGS,,GENOMIC,PAIRED,SRR6301339,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696263,SRX3402279,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/009/SRR6301339/SRR6301339_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/009/SRR6301339/SRR6301339_2.fastq.gz,612982335;568230378,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301339/SRR6301339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301339/SRR6301339_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301339/SRR6301339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301339/SRR6301339_2.fastq.gz,33924d17a25d5fdfdd9bb1d2703d3b46;7c814e700531c9119a3ee7f0ac5774f5,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/009/SRR6301339,839650478.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/009/SRR6301339,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/009/SRR6301339,8b72f2cfa1f5c32521183d29154e8edd,,,,,,,,2018-06-28,2018-06-28,2018-06-28
11,SAMN08038258,PRJNA418874,29931308,cerana,unknown,"Liaoning, China",Asia,female,worker,2018,unknown,,4780332,1195083000,5.23397501877662,5.23397501877662,WGS,,GENOMIC,PAIRED,SRR6301341,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696261,SRX3402277,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/001/SRR6301341/SRR6301341_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/001/SRR6301341/SRR6301341_2.fastq.gz,448551429;412946309,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301341/SRR6301341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301341/SRR6301341_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301341/SRR6301341_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301341/SRR6301341_2.fastq.gz,06f97815e3223f1bcdf5cff6b58202f9;5e86c78a6d261057ee2786e491d7142c,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/001/SRR6301341,610389963.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/001/SRR6301341,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/001/SRR6301341,7730497532350e0908fb32cba2633a6d,,,,,,,,2018-06-28,2018-06-28,2018-06-28
12,SAMN08038259,PRJNA418874,29931308,cerana,unknown,"Liaoning, China",Asia,female,worker,2018,unknown,,6881005,1720251250,7.53399727761106,7.53399727761106,WGS,,GENOMIC,PAIRED,SRR6301337,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696265,SRX3402281,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/007/SRR6301337/SRR6301337_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/007/SRR6301337/SRR6301337_2.fastq.gz,627472498;611736934,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301337/SRR6301337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301337/SRR6301337_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301337/SRR6301337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301337/SRR6301337_2.fastq.gz,f17dc2b48f7f093f4c7a1423a2c63f56;b8cd61bd07be28ea1940c89c2cfb133d,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/007/SRR6301337,868691477.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/007/SRR6301337,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/007/SRR6301337,d610936079ecf324885aaf24c6909e09,,,,,,,,2018-06-28,2018-06-28,2018-06-28
13,SAMN08038260,PRJNA418874,29931308,cerana,unknown,"Liaoning, China",Asia,female,worker,2018,unknown,,11294883,2823720750,12.3667426157858,12.3667426157858,WGS,,GENOMIC,PAIRED,SRR6301338,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696264,SRX3402280,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/008/SRR6301338/SRR6301338_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/008/SRR6301338/SRR6301338_2.fastq.gz,1088290644;1070845938,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301338/SRR6301338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301338/SRR6301338_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301338/SRR6301338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301338/SRR6301338_2.fastq.gz,f7c68a953f0557635d812cecc49a8fee;cc7c4cc772773a39c9c42e082e6f598a,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/008/SRR6301338,1546416326.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/008/SRR6301338,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/008/SRR6301338,7e75836c835f685da7e4adef98aef8b6,,,,,,,,2018-06-28,2018-06-28,2018-06-28
14,SAMN08038261,PRJNA418874,29931308,cerana,unknown,"Liaoning, China",Asia,female,worker,2018,unknown,,6305417,1576354250,6.90378723924812,6.90378723924812,WGS,,GENOMIC,PAIRED,SRR6301326,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696276,SRX3402292,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/006/SRR6301326/SRR6301326_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/006/SRR6301326/SRR6301326_2.fastq.gz,569125352;613204267,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301326/SRR6301326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301326/SRR6301326_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301326/SRR6301326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301326/SRR6301326_2.fastq.gz,d5711d250e272ad933dd705a1ae096e1;7cc78c3720498a02af51c8c315931051,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/006/SRR6301326,844496470.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/006/SRR6301326,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/006/SRR6301326,88108af40987ba45f90d5f065338c099,,,,,,,,2018-06-28,2018-06-28,2018-06-28
15,SAMN08038262,PRJNA418874,29931308,cerana,unknown,"Liaoning, China",Asia,female,worker,2018,unknown,,10807052,2701763000,11.8326175241845,11.8326175241845,WGS,,GENOMIC,PAIRED,SRR6301340,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696262,SRX3402278,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/000/SRR6301340/SRR6301340_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/000/SRR6301340/SRR6301340_2.fastq.gz,1050285928;1051808354,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301340/SRR6301340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301340/SRR6301340_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301340/SRR6301340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301340/SRR6301340_2.fastq.gz,30b4d368ca80f73156edab63cdc006e5;fdda955007de8b0185fb6b43d37b4ebd,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/000/SRR6301340,1508961578.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/000/SRR6301340,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/000/SRR6301340,9f56ca4a05e69a5671e6bf3a2d442c8c,,,,,,,,2018-06-28,2018-06-28,2018-06-28
16,SAMN08038263,PRJNA418874,29931308,cerana,unknown,"Liaoning, China",Asia,female,worker,2018,unknown,,5075903,1268975750,5.5575950581954,5.5575950581954,WGS,,GENOMIC,PAIRED,SRR6301324,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696279,SRX3402294,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/004/SRR6301324/SRR6301324_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/004/SRR6301324/SRR6301324_2.fastq.gz,498156281;470890339,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301324/SRR6301324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301324/SRR6301324_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301324/SRR6301324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301324/SRR6301324_2.fastq.gz,a9300c57df1568516ddb38f647c85d11;a0688736d55606a91fb57c77bb9b6d3d,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/004/SRR6301324,689546535.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/004/SRR6301324,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/004/SRR6301324,868c748d9bd896f14be78121411621c9,,,,,,,,2018-06-28,2018-06-28,2018-06-28
17,SAMN08038264,PRJNA418874,29931308,cerana,unknown,"Liaoning, China",Asia,female,worker,2018,unknown,,12296022,3074005500,13.4628875103921,13.4628875103921,WGS,,GENOMIC,PAIRED,SRR6301325,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696278,SRX3402293,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/005/SRR6301325/SRR6301325_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/005/SRR6301325/SRR6301325_2.fastq.gz,1178220854;1180424877,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301325/SRR6301325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301325/SRR6301325_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301325/SRR6301325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301325/SRR6301325_2.fastq.gz,66478f8f3ec7339f2361df59d8b9cc3b;d661aa0053030ba8d002b97e3c3dd6ba,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/005/SRR6301325,1690898607.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/005/SRR6301325,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/005/SRR6301325,8325a315767ffbc05499fbbe95a6a5e4,,,,,,,,2018-06-28,2018-06-28,2018-06-28
18,SAMN08038265,PRJNA418874,29931308,cerana,unknown,"Liaoning, China",Asia,female,worker,2018,unknown,,13288278,3322069500,14.5493064277876,14.5493064277876,WGS,,GENOMIC,PAIRED,SRR6301364,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696238,SRX3402254,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/004/SRR6301364/SRR6301364_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/004/SRR6301364/SRR6301364_2.fastq.gz,1246866593;1322025619,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301364/SRR6301364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301364/SRR6301364_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301364/SRR6301364_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/004/SRR6301364/SRR6301364_2.fastq.gz,25a20bfedcfe9c5e7a4338d6335fbcd9;40905b9e5bc2100b9a6aeedb426c49f3,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/004/SRR6301364,1850599790.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/004/SRR6301364,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/004/SRR6301364,30985b99fb34db2401adceec40f8f0a2,,,,,,,,2018-06-28,2018-06-28,2018-06-28
19,SAMN08038266,PRJNA418874,29931308,cerana,unknown,"Liaoning, China",Asia,female,worker,2018,unknown,,5678400,1419600000,6.21726770162013,6.21726770162013,WGS,,GENOMIC,PAIRED,SRR6301365,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696237,SRX3402253,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/005/SRR6301365/SRR6301365_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/005/SRR6301365/SRR6301365_2.fastq.gz,500871917;542519935,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301365/SRR6301365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301365/SRR6301365_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301365/SRR6301365_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/005/SRR6301365/SRR6301365_2.fastq.gz,7fd2647fb0ba7ee56d98573baa2ec067;46f999d6407e7eb28177c137837dce97,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/005/SRR6301365,739424576.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/005/SRR6301365,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/005/SRR6301365,cd320c71b19a2f6fae17b8868728d20f,,,,,,,,2018-06-28,2018-06-28,2018-06-28
20,SAMN08038267,PRJNA418874,29931308,cerana,unknown,"Gansu, China",Asia,female,worker,2018,unknown,,6734992,1683748000,7.37412796426282,7.37412796426282,WGS,,GENOMIC,PAIRED,SRR6301270,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696332,SRX3402348,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/000/SRR6301270/SRR6301270_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/000/SRR6301270/SRR6301270_2.fastq.gz,598280722;630890171,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301270/SRR6301270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301270/SRR6301270_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301270/SRR6301270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/000/SRR6301270/SRR6301270_2.fastq.gz,da39715a4bbc3630f6e62261148cb16d;e5de023b8b50564ba355d8ee3e717b56,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/000/SRR6301270,867812796.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/000/SRR6301270,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/000/SRR6301270,3d84ba6fb0ba68243d12efb788bda3b3,,,,,,,,2018-06-28,2018-06-28,2018-06-28
21,SAMN08038268,PRJNA418874,29931308,cerana,unknown,"Gansu, China",Asia,female,worker,2018,unknown,,6542084,1635521000,7.16291341830196,7.16291341830196,WGS,,GENOMIC,PAIRED,SRR6301271,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696331,SRX3402347,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/001/SRR6301271/SRR6301271_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/001/SRR6301271/SRR6301271_2.fastq.gz,580877753;612752126,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301271/SRR6301271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301271/SRR6301271_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301271/SRR6301271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/001/SRR6301271/SRR6301271_2.fastq.gz,67686ddaf5cc95edcd513212cfe66f02;12c716af745581bc976821cc663e5c22,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/001/SRR6301271,845019834.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/001/SRR6301271,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/001/SRR6301271,925f71806ea7cc2dd36573a79bbb84e8,,,,,,,,2018-06-28,2018-06-28,2018-06-28
22,SAMN08038269,PRJNA418874,29931308,cerana,unknown,"Gansu, China",Asia,female,worker,2018,unknown,,4700502,1175125500,5.14656932692322,5.14656932692322,WGS,,GENOMIC,PAIRED,SRR6301268,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696334,SRX3402350,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/008/SRR6301268/SRR6301268_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/008/SRR6301268/SRR6301268_2.fastq.gz,400059236;442001621,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301268/SRR6301268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301268/SRR6301268_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301268/SRR6301268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/008/SRR6301268/SRR6301268_2.fastq.gz,09125e259041a0cc3baccd0113e2cde5;92d0cf74c5d6635008e334e69b74c713,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/008/SRR6301268,593798944.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/008/SRR6301268,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/008/SRR6301268,4434fd50be6209393c99a2bb20dc6eec,,,,,,,,2018-06-28,2018-06-28,2018-06-28
23,SAMN08038270,PRJNA418874,29931308,cerana,unknown,"Gansu, China",Asia,female,worker,2018,unknown,,5130626,1282656500,5.61751115083342,5.61751115083342,WGS,,GENOMIC,PAIRED,SRR6301269,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696333,SRX3402349,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/009/SRR6301269/SRR6301269_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/009/SRR6301269/SRR6301269_2.fastq.gz,459489912;439223093,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301269/SRR6301269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301269/SRR6301269_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301269/SRR6301269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/009/SRR6301269/SRR6301269_2.fastq.gz,5da1eea505b5573b0c4a48ff640e7dd3;b3e94d5674db33a1dbbe199a7c0c28fc,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/009/SRR6301269,629019236.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/009/SRR6301269,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/009/SRR6301269,2953bda576557139acbd29fc6203ebb8,,,,,,,,2018-06-28,2018-06-28,2018-06-28
24,SAMN08038271,PRJNA418874,29931308,cerana,unknown,"Gansu, China",Asia,female,worker,2018,unknown,,11059282,2764820500,12.1087835977932,12.1087835977932,WGS,,GENOMIC,PAIRED,SRR6301266,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696336,SRX3402352,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/006/SRR6301266/SRR6301266_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/006/SRR6301266/SRR6301266_2.fastq.gz,1063613437;1073133855,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301266/SRR6301266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301266/SRR6301266_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301266/SRR6301266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/006/SRR6301266/SRR6301266_2.fastq.gz,cbb499d4300a61bc82ba3f6df68205c9;24e7c42c87cbda60964b01aec2090c77,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/006/SRR6301266,1532841998.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/006/SRR6301266,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/006/SRR6301266,db343e3666350bb10429fd6185a0d32b,,,,,,,,2018-06-28,2018-06-28,2018-06-28
25,SAMN08038272,PRJNA418874,29931308,cerana,unknown,"Gansu, China",Asia,female,worker,2018,unknown,,4557467,1139366750,4.98996061924126,4.98996061924126,WGS,,GENOMIC,PAIRED,SRR6301267,http://europepmc.org/abstract/PMC/PMC6107058,SRS2696335,SRX3402351,,Illumina HiSeq 2500 sequencing; Resequencing of Apis cerana: adult female body,Whole genome resequencing of Apis cerana in China,,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,This sample has been submitted by pda|chenchaoiar on 2018-06-28; Apis cerana,7461,ILLUMINA,Illumina HiSeq 2500,,,fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/007/SRR6301267/SRR6301267_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR630/007/SRR6301267/SRR6301267_2.fastq.gz,415258863;394490025,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301267/SRR6301267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301267/SRR6301267_2.fastq.gz,ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301267/SRR6301267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR630/007/SRR6301267/SRR6301267_2.fastq.gz,5d7cda5e5328f2da02a85a85f3075b40;6daf0564e7b0accf827ebd6512c63dfe,fasp.sra.ebi.ac.uk:/vol1/srr/SRR630/007/SRR6301267,569321935.0,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/007/SRR6301267,ftp.sra.ebi.ac.uk/vol1/srr/SRR630/007/SRR6301267,7ea31bd80c4bf10c27a16f2ad4043896,,,,,,,,2018-06-28,2018-06-28,2018-06-28
